algorithm,parameters,dataset,count,qps,distcomps,build,indexsize,queriessize,wspq,recall/ap
diskann-t2,DiskANN,bigann-1B,10,1692.271479416587,0.0,1000000.0,60384120.0,35682.28900295449,inf,0.9426500000000001
diskann-t2,DiskANN,bigann-1B,10,1979.5720516956515,0.0,1000000.0,60384120.0,30503.623219107627,inf,0.9246700000000001
diskann-t2,DiskANN,bigann-1B,10,1498.447251013022,0.0,1000000.0,60384120.0,40297.79490681267,inf,0.9549200000000001
diskann-t2,DiskANN,bigann-1B,10,1395.0126358562839,0.0,1000000.0,60384120.0,43285.71544653797,inf,0.9599399999999999
diskann-t2,DiskANN,bigann-1B,10,1449.7409112948683,0.0,1000000.0,60384120.0,41651.66308652115,inf,0.95691
diskann-t2,DiskANN,bigann-1B,10,1173.2852848995394,0.0,1000000.0,60384120.0,51465.84618179226,inf,0.9699899999999999
diskann-t2,DiskANN,bigann-1B,10,1310.0846908052526,0.0,1000000.0,60384120.0,46091.76828322792,inf,0.96411
diskann-t2,DiskANN,bigann-1B,10,1594.14800808084,0.0,1000000.0,60384120.0,37878.615846150395,inf,0.94913
diskann-t2,DiskANN,bigann-1B,10,981.8258342866466,0.0,1000000.0,60384120.0,61501.86508778572,inf,0.97882
diskann-t2,DiskANN,bigann-1B,10,2303.0911898705594,0.0,1000000.0,60384120.0,26218.727363285067,inf,0.89605
diskann-t2,DiskANN,deep-1B,10,1660.8887581780666,0.0,1000000.0,60630840.0,36505.05772976017,inf,0.9279400000000001
diskann-t2,DiskANN,deep-1B,10,1990.253305673633,0.0,1000000.0,60630840.0,30463.88106838417,inf,0.90432
diskann-t2,DiskANN,deep-1B,10,2307.308080428008,0.0,1000000.0,60630840.0,26277.73920366669,inf,0.8766400000000001
diskann-t2,DiskANN,deep-1B,10,1021.5658500041819,0.0,1000000.0,60630840.0,59350.88765912819,inf,0.96555
diskann-t2,DiskANN,deep-1B,10,1525.294026026525,0.0,1000000.0,60630840.0,39750.26386089421,inf,0.93706
diskann-t2,DiskANN,deep-1B,10,1551.8613031064206,0.0,1000000.0,60630840.0,39069.75441596031,inf,0.93448
diskann-t2,DiskANN,deep-1B,10,1725.2463398347454,0.0,1000000.0,60630840.0,35143.29438067818,inf,0.92354
diskann-t2,DiskANN,deep-1B,10,1349.5413709825298,0.0,1000000.0,60630840.0,44926.99616600704,inf,0.9466699999999999
diskann-t2,DiskANN,deep-1B,10,1220.8964718445557,0.0,1000000.0,60630840.0,49660.91834829998,inf,0.9545299999999999
diskann-t2,DiskANN,deep-1B,10,1600.3843696590948,0.0,1000000.0,60630840.0,37885.17380541229,inf,0.9320600000000001
diskann-t2,DiskANN,msspacev-1B,10,883.7119232408137,0.0,1000000.0,57424484.0,64980.999452184245,inf,0.914753035884841
diskann-t2,DiskANN,msspacev-1B,10,824.5735527738586,0.0,1000000.0,57424484.0,69641.43320729183,inf,0.9160526674853322
diskann-t2,DiskANN,msspacev-1B,10,950.6840259594734,0.0,1000000.0,57424484.0,60403.333212677695,inf,0.9133817710465275
diskann-t2,DiskANN,msspacev-1B,10,1122.9665691083565,0.0,1000000.0,57424484.0,51136.41454669079,inf,0.9097182425978987
diskann-t2,DiskANN,msspacev-1B,10,1505.677457711673,0.0,1000000.0,57424484.0,38138.635672525554,inf,0.9009551098376314
diskann-t2,DiskANN,msspacev-1B,10,1702.1793320297897,0.0,1000000.0,57424484.0,33735.860211346415,inf,0.8958520944194296
diskann-t2,DiskANN,msspacev-1B,10,1226.7363205846661,0.0,1000000.0,57424484.0,46810.779982964326,inf,0.9076204120616728
diskann-t2,DiskANN,msspacev-1B,10,1981.1706313882712,0.0,1000000.0,57424484.0,28985.12782806637,inf,0.8887331150225133
diskann-t2,DiskANN,msspacev-1B,10,1030.4179244402635,0.0,1000000.0,57424484.0,55729.31393948114,inf,0.91110997407559
diskann-t2,DiskANN,msspacev-1B,10,1346.1162781430423,0.0,1000000.0,57424484.0,42659.37863794104,inf,0.9046800382043936
diskann-t2,DiskANN,text2image-1B,10,2659.429096957006,0.0,1000000.0,63315692.0,23808.001526510936,0.27174
diskann-t2,DiskANN,text2image-1B,10,1084.2778991135426,0.0,1000000.0,63315692.0,58394.33972763264,0.59194
diskann-t2,DiskANN,text2image-1B,10,1987.4666943394475,0.0,1000000.0,63315692.0,31857.485803576466,0.384928
diskann-t2,DiskANN,text2image-1B,10,950.2152736328754,0.0,1000000.0,63315692.0,66632.99755005055,0.6246579999999999
diskann-t2,DiskANN,text2image-1B,10,1529.0100796529537,0.0,1000000.0,63315692.0,41409.59751839638,0.488544
diskann-t2,DiskANN,text2image-1B,10,1011.6194816882818,0.0,1000000.0,63315692.0,62588.446689789984,0.609235
diskann-t2,DiskANN,text2image-1B,10,1382.9423353887794,0.0,1000000.0,63315692.0,45783.32037409238,0.521979
diskann-t2,DiskANN,text2image-1B,10,1715.704209800216,0.0,1000000.0,63315692.0,36903.61755734851,0.445646
diskann-t2,DiskANN,text2image-1B,10,1166.7836574132612,0.0,1000000.0,63315692.0,54265.15155377628,0.572158
diskann-t2,DiskANN,text2image-1B,10,1265.0557338512756,0.0,1000000.0,63315692.0,50049.72532494257,0.549218
diskann-t2,DiskANN,msturing-1B,10,1488.9374886469645,0.0,1000000.0,60662240.0,40741.96563827896,0.937403
diskann-t2,DiskANN,msturing-1B,10,1283.6399190951693,0.0,1000000.0,60662240.0,47257.988083418655,0.946902
diskann-t2,DiskANN,msturing-1B,10,1439.2729152786703,0.0,1000000.0,60662240.0,42147.83683902969,0.939912
diskann-t2,DiskANN,msturing-1B,10,1160.2685821000873,0.0,1000000.0,60662240.0,52282.929087161254,0.952509
diskann-t2,DiskANN,msturing-1B,10,1871.1431910244708,0.0,1000000.0,60662240.0,32419.881220734784,0.918614
diskann-t2,DiskANN,msturing-1B,10,1454.2011212492587,0.0,1000000.0,60662240.0,41715.165195228954,0.939076
diskann-t2,DiskANN,msturing-1B,10,1526.0685111801067,0.0,1000000.0,60662240.0,39750.66620900917,0.935642
diskann-t2,DiskANN,msturing-1B,10,2198.1542303679685,0.0,1000000.0,60662240.0,27596.898871761703,0.900497
diskann-t2,DiskANN,msturing-1B,10,1623.0586342268134,0.0,1000000.0,60662240.0,37375.26095531235,0.9310269999999999
diskann-t2,DiskANN,msturing-1B,10,972.1252420784929,0.0,1000000.0,60662240.0,62401.671486586,0.960867
diskann-t2,DiskANN,ssnpp-1B,60000,1333.8432820515925,0.0,1000000.0,62999136.0,47231.28784897477,0.178445601986414
diskann-t2,DiskANN,ssnpp-1B,60000,1856.1525168484525,0.0,1000000.0,62999136.0,33940.710921194,0.1457741211862014
diskann-t2,DiskANN,ssnpp-1B,60000,2093.526127890431,0.0,1000000.0,62999136.0,30092.357177066573,0.13150131209619825
diskann-t2,DiskANN,ssnpp-1B,60000,1715.8090468634405,0.0,1000000.0,62999136.0,36716.868998426515,0.1627462515985982
diskann-t2,DiskANN,ssnpp-1B,60000,1319.99508156511,0.0,1000000.0,62999136.0,47726.796016014174,0.15215346231460414
diskann-t2,DiskANN,ssnpp-1B,60000,1316.7561211606983,0.0,1000000.0,62999136.0,47844.1945228759,0.178445601986414
diskann-t2,DiskANN,ssnpp-1B,60000,2409.745042633539,0.0,1000000.0,62999136.0,26143.486088947448,0.12175038200269063
diskann-t2,DiskANN,ssnpp-1B,60000,1866.6323831709003,0.0,1000000.0,62999136.0,33750.157003588254,0.1457741211862014
diskann-t2,DiskANN,ssnpp-1B,60000,1299.947787665343,0.0,1000000.0,62999136.0,48462.82027460816,0.195030279941537
